E745S_00297	1104325.M7W_1996	9.9e-189	622.3	COG3716@1|root,COG3716@2|Bacteria,1UXZH@1239|Firmicutes,4HCJS@91061|Bacilli,4B0WE@81852|Enterococcaceae	91061|Bacilli	G	PTS system mannose/fructose/sorbose family IID component	-	-	-	ko:K02796	ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060	M00276	R02630	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.6.1	-	-	EIID-AGA
E745S_00298	1104325.M7W_1995	4e-112	368.5	COG3444@1|root,COG3444@2|Bacteria,1V7VF@1239|Firmicutes,4HG6K@91061|Bacilli,4AZPH@81852|Enterococcaceae	91061|Bacilli	G	PTS system sorbose subfamily IIB component	-	-	2.7.1.191	ko:K02794	ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060	M00276	R02630	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.6.1	-	-	PTSIIB_sorb
E745S_00301	1104325.M7W_1993	6.4e-94	309.1	COG2893@1|root,COG2893@2|Bacteria,1V99R@1239|Firmicutes,4HPGC@91061|Bacilli,4B2GY@81852|Enterococcaceae	91061|Bacilli	G	PTS system fructose IIA component	-	-	2.7.1.191	ko:K02793	ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060	M00276	R02630	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.6.1	-	-	EIIA-man
E745S_00317	1104325.M7W_1976	1e-208	689.9	COG0598@1|root,COG0598@2|Bacteria,1TPI8@1239|Firmicutes,4HK15@91061|Bacilli,4B0P3@81852|Enterococcaceae	91061|Bacilli	P	CorA-like Mg2+ transporter protein	-	-	-	ko:K03284	-	-	-	-	ko00000,ko02000	1.A.35.1,1.A.35.3	-	-	CorA
E745S_00333	1104325.M7W_1960	3.7e-273	903.7	COG0004@1|root,COG0004@2|Bacteria,1TQYG@1239|Firmicutes,4HBGK@91061|Bacilli,4B097@81852|Enterococcaceae	91061|Bacilli	U	Ammonium Transporter Family	amt	-	-	ko:K03320	-	-	-	-	ko00000,ko02000	1.A.11	-	-	Ammonium_transp
E745S_00334	1089439.KB902274_gene1890	1.8e-50	169.1	COG0833@1|root,COG0833@2|Bacteria,1QWMB@1224|Proteobacteria,1SZXH@1236|Gammaproteobacteria,461TX@72273|Thiotrichales	72273|Thiotrichales	E	Amino acid permease	-	-	-	ko:K20265	ko02024,map02024	-	-	-	ko00000,ko00001,ko02000	2.A.3.7.1,2.A.3.7.3	-	-	AA_permease_2
E745S_00345	1104325.M7W_1948	1.9e-120	398.2	COG0475@1|root,COG0475@2|Bacteria,1TS32@1239|Firmicutes,4HAGC@91061|Bacilli,4B0WJ@81852|Enterococcaceae	91061|Bacilli	P	Belongs to the monovalent cation proton antiporter 2 (CPA2) transporter (TC 2.A.37) family	napA	-	-	-	-	-	-	-	-	-	-	-	Na_H_Exchanger
E745S_00346	1104325.M7W_1948	2e-102	339.1	COG0475@1|root,COG0475@2|Bacteria,1TS32@1239|Firmicutes,4HAGC@91061|Bacilli,4B0WJ@81852|Enterococcaceae	91061|Bacilli	P	Belongs to the monovalent cation proton antiporter 2 (CPA2) transporter (TC 2.A.37) family	napA	-	-	-	-	-	-	-	-	-	-	-	Na_H_Exchanger
E745S_00357	1104325.M7W_1938	1.4e-216	717.7	COG0628@1|root,COG0628@2|Bacteria,1TSBK@1239|Firmicutes,4HBYJ@91061|Bacilli,4B09C@81852|Enterococcaceae	91061|Bacilli	S	AI-2E family transporter	ydbI	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944	-	-	-	-	-	-	-	-	-	-	AI-2E_transport
E745S_00377	1104325.M7W_1918	1.3e-241	797.9	COG1972@1|root,COG1972@2|Bacteria,1TRSK@1239|Firmicutes,4HA8N@91061|Bacilli,4AZYQ@81852|Enterococcaceae	91061|Bacilli	F	Na+ dependent nucleoside transporter C-terminus	nupC	GO:0003674,GO:0005215,GO:0005337,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0015075,GO:0015077,GO:0015078,GO:0015212,GO:0015213,GO:0015214,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015506,GO:0015672,GO:0015858,GO:0015861,GO:0015862,GO:0015864,GO:0015931,GO:0015932,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022890,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072531,GO:0098655,GO:0098660,GO:0098662,GO:1901264,GO:1901505,GO:1901642,GO:1902600	-	ko:K11535	-	-	-	-	ko00000,ko02000	2.A.41.1	-	iYO844.BSU39410	Gate,Nucleos_tra2_C,Nucleos_tra2_N
E745S_00384	1104325.M7W_1911	9.7e-199	657.1	COG0053@1|root,COG0053@2|Bacteria,1TP5C@1239|Firmicutes,4HAP0@91061|Bacilli,4B0BF@81852|Enterococcaceae	91061|Bacilli	P	Cation efflux family	cat	-	-	-	-	-	-	-	-	-	-	-	Cation_efflux,ZT_dimer
E745S_00393	1104325.M7W_1902	8.4e-103	338.0	COG4720@1|root,COG4720@2|Bacteria,1VBBN@1239|Firmicutes,4HMK4@91061|Bacilli,4B2TQ@81852|Enterococcaceae	91061|Bacilli	S	ECF-type riboflavin transporter, S component	-	-	-	-	-	-	-	-	-	-	-	-	ECF-ribofla_trS
E745S_00401	1048983.EL17_13930	1.5e-27	92.1	COG4181@1|root,COG4181@2|Bacteria,4NEVZ@976|Bacteroidetes,47JSN@768503|Cytophagia	976|Bacteroidetes	Q	ABC transporter	-	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
E745S_00415	1104325.M7W_1889	0.0	1463.6	COG1762@1|root,COG3711@1|root,COG1762@2|Bacteria,COG3711@2|Bacteria,1TQT1@1239|Firmicutes,4H9N4@91061|Bacilli,4B0YP@81852|Enterococcaceae	91061|Bacilli	G	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	-	-	-	-	-	-	-	-	-	-	-	-	Mga,PRD,PTS_EIIA_2,PTS_IIB
E745S_00416	1104325.M7W_1888	1.4e-58	191.0	COG3414@1|root,COG3414@2|Bacteria,1VF4Q@1239|Firmicutes,4HKIM@91061|Bacilli,4B2XV@81852|Enterococcaceae	91061|Bacilli	G	PTS system, Lactose/Cellobiose specific IIB subunit	-	-	2.7.1.194	ko:K02822	ko00053,ko01100,ko01120,ko02060,map00053,map01100,map01120,map02060	M00283,M00550	R07671	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.7.1	-	-	PTS_IIB
E745S_00417	1104325.M7W_1887	1.6e-291	962.4	COG3037@1|root,COG3037@2|Bacteria,1TQK5@1239|Firmicutes,4HBAD@91061|Bacilli,4B047@81852|Enterococcaceae	91061|Bacilli	S	PTS system sugar-specific permease component	ulaA	-	-	ko:K03475	ko00053,ko01100,ko01120,ko02060,map00053,map01100,map01120,map02060	M00283,M00550	R07671	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.7.1	-	-	EIIC-GAT
E745S_00419	1104325.M7W_1885	1.3e-246	819.5	COG0477@1|root,COG2814@2|Bacteria,1UY25@1239|Firmicutes,4HF71@91061|Bacilli,4B5YU@81852|Enterococcaceae	91061|Bacilli	EGP	Sugar (and other) transporter	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
E745S_00430	1104325.M7W_1873	2.2e-166	547.2	COG1101@1|root,COG1101@2|Bacteria,1TPAN@1239|Firmicutes,4HCHC@91061|Bacilli,4B0B5@81852|Enterococcaceae	91061|Bacilli	S	ABC transporter	XK27_08845	-	-	ko:K05833	-	M00247	-	-	ko00000,ko00002,ko02000	-	-	-	ABC_tran
E745S_00431	1104325.M7W_1872	1.4e-182	601.7	COG4120@1|root,COG4120@2|Bacteria,1TPDJ@1239|Firmicutes,4HBMY@91061|Bacilli,4AZRQ@81852|Enterococcaceae	91061|Bacilli	U	Belongs to the binding-protein-dependent transport system permease family	XK27_08840	-	-	ko:K05832	-	M00247	-	-	ko00000,ko00002,ko02000	-	-	-	BPD_transp_2
E745S_00432	1104325.M7W_1871	1.6e-220	727.8	COG2984@1|root,COG2984@2|Bacteria,1TPB0@1239|Firmicutes,4HESK@91061|Bacilli,4AZP6@81852|Enterococcaceae	91061|Bacilli	S	ABC transporter substrate binding protein	ABC-SBP	-	-	ko:K01989	-	M00247	-	-	ko00000,ko00002,ko02000	-	-	-	ABC_sub_bind
E745S_00448	1104325.M7W_1857	1.9e-273	905.3	COG2233@1|root,COG2233@2|Bacteria,1TQKX@1239|Firmicutes,4HAEU@91061|Bacilli,4B021@81852|Enterococcaceae	91061|Bacilli	F	Permease family	pyrP	-	-	ko:K02824	-	-	-	-	ko00000,ko02000	2.A.40.1.1,2.A.40.1.2	-	-	Xan_ur_permease
E745S_00458	565664.EFXG_00694	4.1e-254	840.5	COG0053@1|root,COG0053@2|Bacteria,1TSGY@1239|Firmicutes,4H9WP@91061|Bacilli,4AZT2@81852|Enterococcaceae	91061|Bacilli	U	Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family	-	-	-	-	-	-	-	-	-	-	-	-	Cation_efflux,ZT_dimer
E745S_00459	1104325.M7W_1846	1.8e-123	404.7	COG4684@1|root,COG4684@2|Bacteria,1VB4T@1239|Firmicutes,4HG4M@91061|Bacilli,4B1PD@81852|Enterococcaceae	91061|Bacilli	S	ECF transporter, substrate-specific component	-	-	-	-	-	-	-	-	-	-	-	-	ECF_trnsprt
E745S_00465	1198114.AciX9_1886	7.7e-49	164.0	COG0833@1|root,COG0833@2|Bacteria,3Y9EZ@57723|Acidobacteria	57723|Acidobacteria	E	Amino acid permease	-	-	-	ko:K03294	-	-	-	-	ko00000	2.A.3.2	-	-	AA_permease_2
E745S_00490	1104325.M7W_1817	6.7e-136	449.2	COG1974@1|root,COG1974@2|Bacteria,1TQ3H@1239|Firmicutes,4HBHA@91061|Bacilli,4AZ5W@81852|Enterococcaceae	91061|Bacilli	K	Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair	lexA	GO:0000976,GO:0001067,GO:0001130,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0006355,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0009432,GO:0009605,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0009991,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031668,GO:0032991,GO:0032993,GO:0033554,GO:0043565,GO:0044212,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0060255,GO:0065007,GO:0071496,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001141	3.4.21.88	ko:K01356	-	M00729	-	-	ko00000,ko00002,ko01000,ko01002,ko03400	-	-	-	LexA_DNA_bind,Peptidase_S24
E745S_00579	1104325.M7W_1720	1.4e-256	847.0	COG4214@1|root,COG4214@2|Bacteria,1VU1F@1239|Firmicutes,4HBDM@91061|Bacilli,4B130@81852|Enterococcaceae	91061|Bacilli	G	Branched-chain amino acid transport system / permease component	araH	-	-	ko:K10544,ko:K10547	ko02010,map02010	M00215,M00216	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.2.4,3.A.1.2.5	-	-	BPD_transp_2
E745S_00582	1499685.CCFJ01000023_gene2413	6e-13	45.3	COG4213@1|root,COG4213@2|Bacteria,1TR3Q@1239|Firmicutes,4HDEY@91061|Bacilli,1ZBP4@1386|Bacillus	91061|Bacilli	G	ABC transporter	chvE	-	-	ko:K10546	ko02010,map02010	M00216	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.2.5	-	-	Peripla_BP_4
E745S_00599	1104325.M7W_1700	4.1e-274	907.3	COG2233@1|root,COG2233@2|Bacteria,1TNZZ@1239|Firmicutes,4HBAM@91061|Bacilli,4B0PU@81852|Enterococcaceae	91061|Bacilli	F	Permease family	pbuX	GO:0003674,GO:0005215,GO:0005345,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006863,GO:0008150,GO:0015205,GO:0015851,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0042906,GO:0042907,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072530,GO:1904823	-	ko:K03458,ko:K16169	-	-	-	-	ko00000,ko02000	2.A.40,2.A.40.3.1	-	iSB619.SA_RS02140	Xan_ur_permease
E745S_00634	1104325.M7W_1672	3.4e-162	536.3	COG1116@1|root,COG1116@2|Bacteria,1TSW5@1239|Firmicutes,4HAFM@91061|Bacilli,4B391@81852|Enterococcaceae	91061|Bacilli	P	ABC transporter	M1-592	-	-	-	-	-	-	-	-	-	-	-	ABC_tran
E745S_00678	1104325.M7W_1627	0.0	1373.5	COG0488@1|root,COG0488@2|Bacteria,1TPAX@1239|Firmicutes,4H9TK@91061|Bacilli,4AZ8F@81852|Enterococcaceae	91061|Bacilli	S	ABC transporter C-terminal domain	yfmR	-	-	ko:K15738	-	-	-	-	ko00000,ko02000	3.A.1.120.6	-	-	ABC_tran,ABC_tran_CTD,ABC_tran_Xtn
E745S_00699	565664.EFXG_00468	9.8e-130	425.9	COG3601@1|root,COG3601@2|Bacteria,1V4BW@1239|Firmicutes,4HHFT@91061|Bacilli,4B1KK@81852|Enterococcaceae	91061|Bacilli	U	Mediates riboflavin uptake, may also transport FMN and roseoflavin. Probably a riboflavin-binding protein that interacts with the energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates. The substrates themselves are bound by transmembrane, not extracytoplasmic soluble proteins	ribU	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006855,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015238,GO:0015711,GO:0015893,GO:0016020,GO:0022857,GO:0032217,GO:0032218,GO:0034220,GO:0035461,GO:0042221,GO:0042493,GO:0044464,GO:0050896,GO:0051179,GO:0051180,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0090482,GO:0098656	-	-	-	-	-	-	-	-	-	-	ECF_trnsprt
E745S_00727	1104325.M7W_1575	0.0	1933.5	COG0474@1|root,COG0474@2|Bacteria,1TPF5@1239|Firmicutes,4H9S5@91061|Bacilli,4AZH6@81852|Enterococcaceae	91061|Bacilli	P	IPR001757 ATPase, P-type, K Mg Cd Cu Zn Na Ca Na H-transporter	yoaB	-	3.6.3.8	ko:K01537	-	-	-	-	ko00000,ko01000	3.A.3.2	-	-	Cation_ATPase,Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase,Hydrolase_3
E745S_00736	1104325.M7W_1566	1.6e-279	924.0	COG1455@1|root,COG1455@2|Bacteria,1TP8D@1239|Firmicutes,4H9W2@91061|Bacilli,4AZZ7@81852|Enterococcaceae	91061|Bacilli	U	The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane	celB	-	-	ko:K02761	ko00500,ko02060,map00500,map02060	M00275	R11170,R11172	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.3.2	-	-	PTS_EIIC
E745S_00742	565664.EFXG_00427	2.3e-292	964.9	COG3775@1|root,COG3775@2|Bacteria,1TQ10@1239|Firmicutes,4HAIT@91061|Bacilli,4B6CS@81852|Enterococcaceae	91061|Bacilli	G	PTS system sugar-specific permease component	pts36C	-	-	ko:K02775	ko00052,ko01100,ko02060,map00052,map01100,map02060	M00279	R05570	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.5.1	-	-	EIIC-GAT
E745S_00743	1104325.M7W_1559	8.4e-63	205.2	COG3414@1|root,COG3414@2|Bacteria,1VDFN@1239|Firmicutes,4HSG7@91061|Bacilli,4B32H@81852|Enterococcaceae	91061|Bacilli	G	PTS system, Lactose/Cellobiose specific IIB subunit	-	-	2.7.1.200	ko:K02774	ko00052,ko01100,ko02060,map00052,map01100,map02060	M00279	R05570	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.5.1	-	-	PTS_IIB
E745S_00744	565664.EFXG_00425	8.6e-99	326.3	COG1762@1|root,COG1762@2|Bacteria,1VAHC@1239|Firmicutes,4HPPC@91061|Bacilli,4B2BT@81852|Enterococcaceae	91061|Bacilli	G	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	pts36A	-	2.7.1.200	ko:K02773	ko00052,ko01100,ko02060,map00052,map01100,map02060	M00279	R05570	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.5.1	-	-	PTS_EIIA_2
E745S_00751	565664.EFXG_00418	0.0	1397.4	COG1762@1|root,COG3711@1|root,COG1762@2|Bacteria,COG3711@2|Bacteria,1TQT1@1239|Firmicutes,4HB6A@91061|Bacilli,4B3MV@81852|Enterococcaceae	91061|Bacilli	K	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	-	-	-	ko:K02538,ko:K03491	-	-	-	-	ko00000,ko03000	-	-	-	HTH_11,Mga,PRD,PTS_EIIA_2,PTS_IIB
E745S_00752	565664.EFXG_03850	2.4e-197	650.6	COG1299@1|root,COG1762@1|root,COG1299@2|Bacteria,COG1762@2|Bacteria,1VA2N@1239|Firmicutes,4HJYU@91061|Bacilli,4B2F0@81852|Enterococcaceae	91061|Bacilli	G	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	-	-	2.7.1.202	ko:K02768,ko:K02769,ko:K02770	ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060	M00273	R03232	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.2.1	-	-	PTS_EIIA_2
E745S_00753	565664.EFXG_03849	9.9e-204	672.6	COG1299@1|root,COG1445@1|root,COG1299@2|Bacteria,COG1445@2|Bacteria,1TPKU@1239|Firmicutes,4H9KR@91061|Bacilli	91061|Bacilli	G	phosphotransferase system	manP	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0008643,GO:0009401,GO:0015144,GO:0016020,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0034219,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0090563	2.7.1.202	ko:K02768,ko:K02769,ko:K02770	ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060	M00273	R03232	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.2.1	-	iSB619.SA_RS13955	PTS_EIIA_2,PTS_EIIC,PTS_IIB
E745S_00771	1104325.M7W_1498	2.5e-64	209.8	COG3414@1|root,COG3414@2|Bacteria,1VHNP@1239|Firmicutes,4IR7Z@91061|Bacilli,4B360@81852|Enterococcaceae	91061|Bacilli	G	PTS system, Lactose/Cellobiose specific IIB subunit	sgaB	-	2.7.1.194	ko:K02822	ko00053,ko01100,ko01120,ko02060,map00053,map01100,map01120,map02060	M00283,M00550	R07671	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.7.1	-	-	PTS_IIB
E745S_00772	565664.EFXG_00400	0.0	1082.7	COG3037@1|root,COG3037@2|Bacteria,1TQK5@1239|Firmicutes,4HB7T@91061|Bacilli,4AZ9E@81852|Enterococcaceae	91061|Bacilli	S	PTS system sugar-specific permease component	sgaT	-	-	ko:K03475	ko00053,ko01100,ko01120,ko02060,map00053,map01100,map01120,map02060	M00283,M00550	R07671	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.7.1	-	-	EIIC-GAT
E745S_00773	1104325.M7W_1496	2.3e-101	334.7	COG1762@1|root,COG1762@2|Bacteria,1V42N@1239|Firmicutes,4HP6Y@91061|Bacilli,4B662@81852|Enterococcaceae	91061|Bacilli	G	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	-	-	2.7.1.194	ko:K02821	ko00053,ko01100,ko01120,ko02060,map00053,map01100,map01120,map02060	M00283,M00550	R07671	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.7.1	-	-	PTS_EIIA_2
E745S_00779	565664.EFXG_00391	1.5e-286	947.6	COG1455@1|root,COG1455@2|Bacteria,1TP8D@1239|Firmicutes,4H9W2@91061|Bacilli,4B0NQ@81852|Enterococcaceae	91061|Bacilli	U	The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane	-	-	-	ko:K02761	ko00500,ko02060,map00500,map02060	M00275	R11170,R11172	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.3.2	-	-	PTS_EIIC
E745S_00780	1104325.M7W_1488	1.8e-98	324.2	COG2190@1|root,COG2190@2|Bacteria,1UXSH@1239|Firmicutes,4I8DK@91061|Bacilli,4B2D4@81852|Enterococcaceae	91061|Bacilli	G	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1	-	-	2.7.1.208	ko:K02777,ko:K20107,ko:K20108	ko00010,ko00500,ko00520,ko02026,ko02060,ko05111,map00010,map00500,map00520,map02026,map02060,map05111	M00265,M00266,M00268,M00270,M00272,M00303,M00806	R02738,R02780,R04111,R04394,R05132,R08559	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.1.1,4.A.1.1.11,4.A.1.1.12	-	-	PTS_EIIA_1
E745S_00782	565664.EFXG_00388	0.0	1028.4	COG1263@1|root,COG1264@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,1TPJ8@1239|Firmicutes,4HA8X@91061|Bacilli,4B1P9@81852|Enterococcaceae	91061|Bacilli	G	phosphotransferase system, EIIB	nagE	-	2.7.1.193,2.7.1.199	ko:K02803,ko:K02804,ko:K20116,ko:K20117,ko:K20118	ko00010,ko00520,ko02060,map00010,map00520,map02060	M00267,M00809	R02738,R05199	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.1.13,4.A.1.1.14,4.A.1.1.15,4.A.1.1.2,4.A.1.1.5,4.A.1.1.7,4.A.1.1.9	-	-	PTS_EIIA_1,PTS_EIIB,PTS_EIIC
