E745S_00462	1104325.M7W_1843	1.5e-298	988.6	COG0513@1|root,COG0513@2|Bacteria,1TPAP@1239|Firmicutes,4HA98@91061|Bacilli,4AZRG@81852|Enterococcaceae	91061|Bacilli	JKL	DEAD-box RNA helicase. May work in conjunction with the cold shock proteins to ensure proper initiation of transcription at low and optimal temperatures	cshB	GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0006950,GO:0008026,GO:0008144,GO:0008150,GO:0008152,GO:0008186,GO:0009266,GO:0009295,GO:0009409,GO:0009628,GO:0009987,GO:0010501,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043590,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0070035,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:1901265,GO:1901360,GO:1901363	3.6.4.13	ko:K05592,ko:K18692	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03009,ko03019	-	-	-	DEAD,Helicase_C
E745S_00498	565664.EFXG_00657	5.6e-295	975.6	COG0536@1|root,COG0536@2|Bacteria,1TPX7@1239|Firmicutes,4H9P8@91061|Bacilli,4AZI5@81852|Enterococcaceae	91061|Bacilli	S	An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control	obg	GO:0000003,GO:0000160,GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0005488,GO:0005525,GO:0007154,GO:0007165,GO:0008150,GO:0009987,GO:0017076,GO:0019001,GO:0019954,GO:0023052,GO:0030436,GO:0032502,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035556,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043934,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0097159,GO:0097367,GO:1901265,GO:1901363	-	ko:K03979	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	DUF1967,GTP1_OBG,MMR_HSR1
E745S_00659	1104325.M7W_1648	2.6e-297	982.3	COG1220@1|root,COG1220@2|Bacteria,1TPKQ@1239|Firmicutes,4HA83@91061|Bacilli,4AZ8N@81852|Enterococcaceae	91061|Bacilli	O	this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis	hslU	-	-	ko:K03667	-	-	-	-	ko00000,ko03110	-	-	-	AAA_2,ClpB_D2-small
E745S_00731	936154.STP_0803	4.3e-17	57.3	COG1393@1|root,COG4476@1|root,COG1393@2|Bacteria,COG4476@2|Bacteria,1V3QC@1239|Firmicutes	1239|Firmicutes	K	Interferes with activator-stimulated transcription by interaction with the RNA polymerase alpha-CTD. May function to globally reduce transcription of genes involved in growth- and development-promoting processes and to increase transcription of genes involved in thiol homeostasis, during periods of extreme stress	spxA	-	-	ko:K16509	-	-	-	-	ko00000	-	-	-	ArsC
E745S_00734	944481.JAFP01000001_gene1017	4.2e-10	27.8	2A9R1@1|root,30YYA@2|Bacteria,1PKUT@1224|Proteobacteria,439RD@68525|delta/epsilon subdivisions,2X543@28221|Deltaproteobacteria,2M7AI@213113|Desulfurellales	28221|Deltaproteobacteria	S	Universal stress protein family	-	-	-	-	-	-	-	-	-	-	-	-	Usp
E745S_00803	1104325.M7W_1481	0.0	1064.3	COG0362@1|root,COG0362@2|Bacteria,1TP4I@1239|Firmicutes,4H9NC@91061|Bacilli,4B0V3@81852|Enterococcaceae	91061|Bacilli	H	Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH	gnd	-	1.1.1.343,1.1.1.44	ko:K00033	ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map00480,map01100,map01110,map01120,map01130,map01200	M00004,M00006	R01528,R10221	RC00001,RC00539	ko00000,ko00001,ko00002,ko01000	-	-	-	6PGD,NAD_binding_2
E745S_00938	565664.EFXG_01174	2.6e-78	249.6	2EBTF@1|root,335T1@2|Bacteria,1VGCP@1239|Firmicutes,4HP3P@91061|Bacilli,4B46V@81852|Enterococcaceae	91061|Bacilli	S	Phage tail assembly chaperone protein, TAC	-	-	-	-	-	-	-	-	-	-	-	-	Phage_TAC_12
E745S_00992	565664.EFXG_01812	0.0	1117.4	COG0459@1|root,COG0459@2|Bacteria,1TP1T@1239|Firmicutes,4HA38@91061|Bacilli,4AZQE@81852|Enterococcaceae	91061|Bacilli	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions	groL	GO:0001817,GO:0001819,GO:0001871,GO:0002791,GO:0002793,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006458,GO:0008150,GO:0009986,GO:0009987,GO:0016465,GO:0030246,GO:0030247,GO:0032677,GO:0032757,GO:0032879,GO:0032880,GO:0032991,GO:0044183,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0044764,GO:0046812,GO:0048518,GO:0048522,GO:0050707,GO:0050708,GO:0050714,GO:0050715,GO:0050789,GO:0050794,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051082,GO:0051222,GO:0051223,GO:0051239,GO:0051240,GO:0051704,GO:0061077,GO:0065007,GO:0070201,GO:0090087,GO:0098630,GO:0098743,GO:0101031,GO:1903530,GO:1903532,GO:1904951,GO:1990220,GO:2000482,GO:2000484,GO:2001065	-	ko:K04077	ko03018,ko04212,ko04940,ko05134,ko05152,map03018,map04212,map04940,map05134,map05152	-	-	-	ko00000,ko00001,ko03019,ko03029,ko03110,ko04147	-	-	-	Cpn60_TCP1
E745S_01061	936154.STP_0803	1.5e-40	132.7	COG1393@1|root,COG4476@1|root,COG1393@2|Bacteria,COG4476@2|Bacteria,1V3QC@1239|Firmicutes	1239|Firmicutes	K	Interferes with activator-stimulated transcription by interaction with the RNA polymerase alpha-CTD. May function to globally reduce transcription of genes involved in growth- and development-promoting processes and to increase transcription of genes involved in thiol homeostasis, during periods of extreme stress	spxA	-	-	ko:K16509	-	-	-	-	ko00000	-	-	-	ArsC
E745S_01202	1104325.M7W_2555	2.8e-196	647.4	COG1281@1|root,COG1281@2|Bacteria,1TRCH@1239|Firmicutes,4HAFR@91061|Bacilli,4B00D@81852|Enterococcaceae	91061|Bacilli	O	Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress	hslO	-	-	ko:K04083	-	-	-	-	ko00000,ko03110	-	-	-	HSP33
E745S_01397	565664.EFXG_01179	3.6e-100	327.4	COG4463@1|root,COG4463@2|Bacteria,1VAXT@1239|Firmicutes,4HIFT@91061|Bacilli,4B2BH@81852|Enterococcaceae	91061|Bacilli	K	Firmicute transcriptional repressor of class III stress genes (CtsR)	ctsR	GO:0006950,GO:0008150,GO:0010035,GO:0010038,GO:0042221,GO:0046686,GO:0046688,GO:0050896,GO:0097501,GO:1990169,GO:1990170	-	ko:K03708	-	-	-	-	ko00000,ko03000	-	-	-	CtsR
E745S_01675	1121438.JNJA01000022_gene420	2.2e-05	13.5	2FDR8@1|root,345S9@2|Bacteria,1P1AP@1224|Proteobacteria,431SF@68525|delta/epsilon subdivisions,2WX0X@28221|Deltaproteobacteria,2MBWN@213115|Desulfovibrionales	28221|Deltaproteobacteria	S	Universal stress protein family	-	-	-	-	-	-	-	-	-	-	-	-	Usp
E745S_01820	936154.STP_0803	5.4e-34	111.8	COG1393@1|root,COG4476@1|root,COG1393@2|Bacteria,COG4476@2|Bacteria,1V3QC@1239|Firmicutes	1239|Firmicutes	K	Interferes with activator-stimulated transcription by interaction with the RNA polymerase alpha-CTD. May function to globally reduce transcription of genes involved in growth- and development-promoting processes and to increase transcription of genes involved in thiol homeostasis, during periods of extreme stress	spxA	-	-	ko:K16509	-	-	-	-	ko00000	-	-	-	ArsC
E745S_01822	1104325.M7W_634	1.1e-104	344.2	COG0386@1|root,COG0386@2|Bacteria,1V3M3@1239|Firmicutes,4HH5Q@91061|Bacilli,4B2DM@81852|Enterococcaceae	91061|Bacilli	O	Glutathione peroxidase	gpo	-	1.11.1.9	ko:K00432	ko00480,ko00590,ko04918,map00480,map00590,map04918	-	R00274,R07034,R07035	RC00011,RC00982	ko00000,ko00001,ko01000	-	-	-	GSHPx
E745S_01874	1104325.M7W_688	1.8e-190	627.5	COG3546@1|root,COG3546@2|Bacteria,1TQVQ@1239|Firmicutes,4H9XR@91061|Bacilli,4B09W@81852|Enterococcaceae	91061|Bacilli	P	Manganese containing catalase	-	-	-	ko:K07217	-	-	-	-	ko00000	-	-	-	Mn_catalase
